"rownames","gear","species_name","length_mm","weight_g","Sex","Mat","id_specimen","length_field2","length_field3","total_number","subsample_number","kg_field1","kg_field2","kg_field3","haul_weight","type_subsample","Notes","ID"
1,"A","MUREBRA",0,927,NA,0,NA,0,0,176,0,0,0,0,0,NA,NA,1
2,NA,"HEXATRU",0,358,NA,0,NA,0,0,18,0,0,0,0,0,NA,NA,2
3,NA,"PECTJAC",60,38,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,3
4,NA,"BUGLLUT",119,12,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,4
5,NA,"ARNOLAT",91,6,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,5
6,NA,"SEPIOFF",76,0,"M",2,NA,0,0,0,0,0,0,0,0,NA,NA,6
7,NA,"LOLIVUL",122,74,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,7
8,"D","SEPIOFF",92,148,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,8
9,NA,NA,114,211,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,9
10,NA,NA,124,219,"M",3,NA,0,0,0,0,0,0,0,0,NA,NA,10
11,NA,NA,83,100,"M",2,NA,0,0,0,0,0,0,0,0,NA,NA,11
12,NA,NA,84,102,"M",3,NA,0,0,0,0,0,0,0,0,NA,NA,12
13,NA,NA,97,164,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,13
14,NA,NA,101,164,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,14
15,NA,NA,110,198,"M",3,NA,0,0,0,0,0,0,0,0,NA,NA,15
16,NA,NA,101,175,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,16
17,NA,NA,92,131,"M",3,NA,0,0,0,0,0,0,0,0,NA,NA,17
18,NA,NA,150,475,"F",3,NA,0,0,0,0,0,0,0,0,NA,NA,18
19,NA,NA,131,216,"M",3,NA,0,0,0,0,0,0,0,0,NA,NA,19
20,NA,NA,81,82,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,20
21,NA,NA,107,187,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,21
22,NA,NA,83,88,"M",2,NA,0,0,0,0,0,0,0,0,NA,NA,22
23,NA,NA,105,180,"M",3,NA,0,0,0,0,0,0,0,0,NA,NA,23
24,NA,NA,53,28,"M",1,NA,0,0,0,0,0,0,0,0,NA,NA,24
25,NA,"ELEDMOS",70,345,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,25
26,NA,"SEPIOFF",67,45,"M",2,NA,0,0,0,0,0,0,0,0,NA,NA,26
27,NA,"TRIGLUC",265,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,27
28,NA,NA,241,271,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,28
29,NA,"ARNOLAT",119,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,29
30,NA,NA,126,36,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,30
31,NA,"BUGLLUT",112,12,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,31
32,NA,"SQUIMAN",29,36,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,32
33,NA,NA,24,22,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,33
