"rownames","gear","species_name","length_mm","weight_g","Sex","Mat","id_specimen","length_field2","length_field3","total_number","subsample_number","kg_field1","kg_field2","kg_field3","haul_weight","type_subsample","Notes","ID"
1,"A","MUREBRA",0,1057,NA,0,NA,0,0,82,0,0,0,0,0,NA,NA,1
2,NA,"OSTREDU",0,404,NA,0,NA,0,0,11,0,0,0,0,0,NA,NA,2
3,NA,"CALLSAP",59,142,"F",1,NA,142,0,0,0,0,0,0,0,NA,NA,3
4,NA,NA,58,144,"F",1,NA,136,0,0,0,0,0,0,0,NA,NA,4
5,NA,NA,61,163,"F",1,NA,146,0,0,0,0,0,0,0,NA,NA,5
6,NA,NA,63,166,"F",1,NA,142,0,0,0,0,0,0,0,NA,NA,6
7,NA,NA,54,115,"F",1,NA,123,0,0,0,0,0,0,0,NA,NA,7
8,NA,NA,45,58,"F",1,NA,111,0,0,0,0,0,0,0,NA,NA,8
9,NA,"DIPLANN",121,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,9
10,NA,NA,104,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,10
11,NA,NA,129,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,11
12,NA,NA,117,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,12
13,NA,NA,185,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,13
14,NA,NA,112,247,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,14
15,NA,"PAGEERY",103,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,15
16,NA,NA,100,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,16
17,NA,NA,178,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,17
18,NA,NA,149,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,18
19,NA,NA,95,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,19
20,NA,NA,101,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,20
21,NA,NA,154,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,21
22,NA,NA,151,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,22
23,NA,NA,104,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,23
24,NA,NA,162,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,24
25,NA,NA,120,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,25
26,NA,NA,129,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,26
27,NA,NA,105,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,27
28,NA,NA,170,476,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,28
29,NA,"HEXATRU",0,39,NA,0,NA,0,0,1,0,0,0,0,0,NA,NA,29
30,NA,"SQUIMAN",28,39,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,30
31,NA,NA,27,31,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,31
32,NA,NA,28,46,"M",0,NA,0,0,0,0,0,0,0,0,NA,NA,32
33,NA,NA,0,29,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,33
34,NA,NA,23,23,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,34
35,NA,NA,26,31,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,35
36,NA,"ARNOLAT",114,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,36
37,NA,NA,105,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,37
38,NA,NA,128,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,38
39,NA,NA,99,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,39
40,NA,NA,110,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,40
41,NA,NA,77,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,41
42,NA,NA,56,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,42
43,NA,NA,109,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,43
44,NA,NA,101,84,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,44
45,NA,"BUGLLUT",111,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,45
46,NA,NA,104,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,46
47,NA,NA,103,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,47
48,NA,NA,92,47,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,48
49,NA,"RAJAAST",194,38,"F",1,NA,106,129,0,0,0,0,0,0,NA,NA,49
50,NA,"PAPELON",18,5,"M",0,NA,0,0,0,0,0,0,0,0,NA,NA,50
51,NA,"MELIKER",26,0,"F",0,NA,0,0,0,0,0,0,0,0,NA,NA,51
52,NA,"DACTVOL",141,33,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,52
53,NA,"SEPIOFF",91,127,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,53
54,NA,"MELIKER",36,27,"F",0,NA,0,0,0,0,0,0,0,0,NA,NA,54
