"rownames","gear","species_name","length_mm","weight_g","Sex","Mat","id_specimen","length_field2","length_field3","total_number","subsample_number","kg_field1","kg_field2","kg_field3","haul_weight","type_subsample","Notes","ID"
1,"D","SCORNOT",151,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,1
2,NA,NA,130,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,2
3,NA,NA,150,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,3
4,NA,NA,145,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,4
5,NA,NA,157,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,5
6,NA,NA,121,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,6
7,NA,NA,157,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,7
8,NA,NA,105,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,8
9,NA,NA,118,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,9
10,NA,NA,140,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,10
11,NA,NA,116,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,11
12,NA,NA,71,568,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,12
13,NA,NA,86,12,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,13
14,NA,"PAGEERY",126,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,14
15,NA,NA,127,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,15
16,NA,NA,126,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,16
17,NA,NA,114,98,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,17
18,NA,"CITHMAC",107,10,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,18
19,NA,"SERAHEP",89,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,19
20,NA,NA,73,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,20
21,NA,NA,91,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,21
22,NA,NA,90,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,22
23,NA,NA,89,61,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,23
24,NA,"BLENOCE",141,47,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,24
25,NA,"MICUVAR",86,12,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,25
26,NA,"LEPTCAV",95,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,26
27,NA,NA,85,18,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,27
28,NA,NA,87,9,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,28
29,NA,"SEPIOFF",111,163,"M",3,NA,0,0,0,0,0,0,0,0,NA,NA,29
30,NA,NA,111,179,"M",2,NA,0,0,0,0,0,0,0,0,NA,NA,30
31,NA,"RAJAAST",545,1099,"F",1,NA,345,371,0,0,0,0,0,0,NA,NA,31
32,NA,"PECTJAC",83,85,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,32
33,NA,NA,85,90,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,33
34,NA,"AEQUOPE",45,12,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,34
35,NA,NA,49,13,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,35
36,NA,NA,46,14,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,36
37,NA,NA,48,16,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,37
38,NA,NA,51,17,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,38
39,NA,NA,48,16,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,39
40,NA,NA,46,13,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,40
