"rownames","gear","species_name","length_mm","weight_g","Sex","Mat","id_specimen","length_field2","length_field3","total_number","subsample_number","kg_field1","kg_field2","kg_field3","haul_weight","type_subsample","Notes","ID"
1,"D","MELIKER",33,22,"F",0,NA,0,0,0,0,0,0,0,0,NA,NA,1
2,NA,NA,27,10,"F",0,NA,0,0,0,0,0,0,0,0,NA,NA,2
3,NA,NA,56,74,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,3
4,NA,"SQUIMAN",32,43,"F",2,NA,0,0,0,0,0,0,0,0,NA,NA,4
5,NA,"CALLSAP",50,101,NA,0,NA,125,0,0,0,0,0,0,0,NA,NA,5
6,NA,"SEPIOFF",79,75,"F",1,NA,0,0,0,0,0,0,0,0,NA,NA,6
7,NA,"PAGEERY",178,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,7
8,NA,NA,175,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,8
9,NA,NA,157,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,9
10,NA,NA,102,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,10
11,NA,NA,113,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,11
12,NA,NA,163,317,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,12
13,NA,"BUGLLUT",112,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,13
14,NA,NA,110,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,14
15,NA,NA,109,39,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,15
16,NA,"URANSCA",188,130,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,16
17,NA,"SCORPOR",89,15,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,17
18,NA,"TRIGLUC",171,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,18
19,NA,NA,220,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,19
20,NA,NA,231,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,20
21,NA,NA,209,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,21
22,NA,NA,206,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,22
23,NA,NA,205,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,23
24,NA,NA,229,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,24
25,NA,NA,236,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,25
26,NA,NA,257,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,26
27,NA,NA,227,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,27
28,NA,NA,162,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,28
29,NA,NA,315,1386,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,29
30,NA,"RAJAAST",330,218,"M",1,NA,180,219,0,0,0,0,0,0,NA,NA,30
31,"A","TRACMED",255,135,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,31
32,NA,"TRIGLUC",220,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,32
33,NA,NA,236,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,33
34,NA,NA,273,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,34
35,NA,NA,216,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,35
36,NA,NA,215,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,36
37,NA,NA,245,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,37
38,NA,NA,245,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,38
39,NA,NA,267,1039,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,39
40,NA,"ARNOLAT",105,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,40
41,NA,NA,86,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,41
42,NA,NA,97,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,42
43,NA,NA,87,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,43
44,NA,NA,95,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,44
45,NA,NA,102,44,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,45
46,NA,"RAJAAST",307,207,"M",1,NA,168,210,0,0,0,0,0,0,NA,NA,46
